name,url,url_resolved,homepage,favicon,country,countrycode,state,codec,bitrate,geo_lat,geo_long,Music Genre,Decade,Topic,Lang,Mood
Radio Revolución,https://stream.zeno.fm/ftcx2988uwzuv,https://stream-178.zeno.fm/ftcx2988uwzuv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJmdGN4Mjk4OHV3enV2IiwiaG9zdCI6InN0cmVhbS0xNzguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiMlBMdEZ3RjlSM0d1ZkUyVl8wTXV6USIsImlhdCI6MTc1MDA2MzE4MCwiZXhwIjoxNzUwMDYzMjQwfQ.hCCrrou51f54EAR9cNo99gH_30PhnDIBTB98S5PT2TQ,https://zeno.fm/radio/radio-revolucion-maai/,,Costa Rica,CR,San José,MP3,0,9.924504857894236,-84.07403469085695,,,news,spanish,
Radio Rey 630 AM,https://ice41.securenetsystems.net/WREY,https://ice41.securenetsystems.net/WREY,http://www.radiorey630am.com/,,The United States Of America,US,Minnesota,AAC+,32,44.960522444087545,-93.197021484375,musica regionale messicana,,,spanish,
"Radio Reyna (Tamazunchale) - 97.3 FM - XHGI-FM - Reyna Irazábal y Hermanos, SA de CV - Tamazunchale, San Luis Potosí",https://stream9.mexiserver.com/8064/;,https://stream9.mexiserver.com/8064/;,https://tunein.com/radio/Radio-Reyna-Tamazunchale-1160-s88362/,https://cdn-radiotime-logos.tunein.com/s88362d.png,Mexico,MX,San Luis Potosí,MP3,128,21.262171485668368,-98.7907147407532,musica regionale messicana,,,spanish,
Radio RF101,https://rf101.radioca.st/,https://rf101.radioca.st/,https://www.rf101.it/,,Italy,IT,,AAC+,128,37.376841691380825,14.2327880859375,pop,,,italian,
Radio RFI Moldova,https://asculta.radiorfi.ro/live.mp3,https://asculta.radiorfi.ro/live.mp3,http://www.rfi.ro/r-moldova,,The Republic Of Moldova,MD,,MP3,128,47.00647991252098,28.86245727539063,,,,"english,french,romanian",
Radio RFM (Rundfunk Meissner e.V.),https://icecast.radiorfm.de/rfm.ogg,https://icecast.radiorfm.de/rfm.ogg,https://radiorfm.de/,https://radiorfm.de/wp-content/uploads/2020/06/cropped-Logo_RFM_300dpi_20x20cm_CMYK_frei-192x192.jpg,Germany,DE,Hessen,OGG,0,51.189562964727344,10.05846530511994,,,community,german,
Radio RFM (Rundfunk Meissner e.V.),https://server4.streamserver24.com:43524/stream,https://server4.streamserver24.com:43524/stream,https://radiorfm.de/,https://radiorfm.de/wp-content/uploads/2020/06/cropped-Logo_RFM_300dpi_20x20cm_CMYK_frei-192x192.jpg,Germany,DE,Hessen,MP3,192,51.18953942983732,10.058416579887531,,,community,german,
Radio RheinFM,https://stream.radiostreamserver.de/listen/rheinfm/rheinfm.mp3,https://stream.radiostreamserver.de/listen/rheinfm/rheinfm.mp3,https://radio-rheinfm.de/,,Germany,DE,Rheinland-Pfalz,MP3,128,49.98164351646303,7.931151590131408,,"60s,70s,80s",community,german,
"Radio Rheinwelle 92,5",https://server7.streamserver24.com:31428/stream,https://server7.streamserver24.com:31428/stream,https://www.radio-rheinwelle.de/,https://www.radio-rheinwelle.de/favicon.ico,Germany,DE,Hessen,MP3,192,50.09489588919221,8.216271400451662,,,,german,
Rádio Riacho FM - O Amor da Cidade,https://stm23.srvaudio.com.br:10974/stream,https://stm23.srvaudio.com.br:10974/stream,https://www.radioriachofm.com/,"https://static.wixstatic.com/media/443c81_68aa6bf99de4402e97e503f571bf5cf7%7Emv2.png/v1/fit/w_2500,h_1330,al_c/443c81_68aa6bf99de4402e97e503f571bf5cf7%7Emv2.png",Brazil,BR,Pernambuco,MP3,128,-8.132086406524104,-35.859208703041084,"reggae / world,soul / r&b",,religion,"brazilian,portuguese",
Radio Ribagorza,http://85.25.217.22:8210/stream,http://85.25.217.22:8210/stream,https://www.facebook.com/p/Antena-del-Pirineo-100066732888738/?_rdr,,Spain,ES,Huesca,MP3,120,42.60441867023598,0.522816181182861,,,,spanish,
Radio Ridderkerk,https://nlpo.stream.vip/ridderk/mp3-192/nlpo.stream.vip/,https://redbeemedia.streamabc.net/redbm-rtvridderkerk-mp3-192-1687449?sABC=684sn7q0%230%23s8389203o94019r3452q8r0757pr757p%23aycb.fgernz.ivc&aw_0_1st.playerid=nlpo.stream.vip&amsparams=playerid:nlpo.stream.vip;skey:1750050768,https://www.rtvridderkerk.nl/,,The Netherlands,NL,"Zuid-Holland, Ridderkerk",MP3,0,51.87409649700792,4.596029520034791,,,news,dutch,
Radio Rijnmond,https://d2e9xgjjdd9cr5.cloudfront.net/icecast/rijnmond/radio-mp3,https://d2e9xgjjdd9cr5.cloudfront.net/icecast/rijnmond/radio-mp3,https://www.rijnmond.nl/radio,https://s.regiogroei.cloud/img/favicons/rijnmond/apple-touch-icon.png,The Netherlands,NL,"Zuid-Holland, Rotterdam",MP3,160,51.90274232936558,4.460068345069886,,"80s,90s","news,talk",dutch,
Radio Rijnmond (AAC+),https://d2e9xgjjdd9cr5.cloudfront.net/icecast/rijnmond/radio-aacp,https://d2e9xgjjdd9cr5.cloudfront.net/icecast/rijnmond/radio-aacp,https://www.rijnmond.nl/radio,https://s.regiogroei.cloud/img/favicons/rijnmond/apple-touch-icon.png,The Netherlands,NL,"Zuid-Holland, Rotterdam",AAC+,128,51.90274563920179,4.4600576162338275,,"80s,90s","news,talk",dutch,
Radio Ringkøbing,http://netradio.radioringkobing.dk:8000/;,http://netradio.radioringkobing.dk:8000/;,https://fmscan.org/net.php?sid=23590&pxf=Radio+Ringk%F8bing&m=s&r=f&itu=0,,Denmark,DK,Ringkøbing,MP3,128,56.08736247495096,8.25450897216797,,,,,
Rádio Rio Preto Internet,http://stm3.painelcast.com:7006/,http://stm3.painelcast.com:7006/,https://radioriopreto.com.br/,https://img1.wsimg.com/isteam/ip/6f1d2653-b246-41b5-a567-81f3d7deef16/favicon/0a09de53-7d5e-42f3-8d7c-61e5c575a688.png,Brazil,BR,São Paulo,AAC+,64,-20.814259115052035,-49.37880277633668,"oldies,pop",90s,,,
Radio Ritam,https://ec2s.crolive.com.hr:8455/stream,https://ec2s.crolive.com.hr:8455/stream,https://radioritam.hr/,https://radioritam.hr/wp-content/uploads/elementor/thumbs/Radio-Ritam-SQUARE-LOGO-RED-PNG-FINAL-pzj6jx2x1xqqsmjhwrtijmkext8d5d8dtec4vbbzb0.png,Croatia,HR,Šibenik,MP3,128,43.73439091160204,15.893440246582031,,,,croatian,
Radio Ritam Šibenik,https://ec2s.crolive.com.hr:8455/stream,https://ec2s.crolive.com.hr:8455/stream,https://www.radioritam.hr/,,Croatia,HR,,MP3,128,43.732135770083175,15.898306435871554,hits,,,croatian,
Radio Ritmo 97.3 FM,https://azura1.bitstreaming.net/listen/radio_ritmo/radio.aac,https://azura1.bitstreaming.net/listen/radio_ritmo/radio.aac,https://radioritmobolivia.com/,https://radioritmobolivia.com/wp-content/uploads/2019/01/1024x500.png,Bolivia,BO,Cochabamba,AAC,96,-17.388712869986406,-66.15400314331056,"folk / country,hits,reggae / world,rock","80s,90s","culture,news,sports,talk",spanish,
Radio RKS,https://rocket.streamradio.fr:8036/stream,https://rocket.streamradio.fr:8036/stream,https://www.radiorks.com/,https://www.radiorks.com/img/upload/logo2020transparent.png,France,FR,Auvergne-Rhône-Alpes,AAC,128,45.18794117378471,5.730605239512916,rock,,,french,
Radio RMF MAXX Warszawa,http://rs202-krk.rmfstream.pl/MAXXXWAW,http://rs202-krk.rmfstream.pl/MAXXXWAW,"https://www.rmfon.pl/play,213",,Poland,PL,Masovia,AAC+,48,52.23419185413599,21.014099121093754,,,,polish,
Radio robin,https://live.radio.si/Robin,https://live.radio.si/Robin,https://www.robin.si/,https://www.robin.si/wp-content/uploads/2021/09/cropped-robin-favicon-270x270.png,Slovenia,SI,,MP3,0,45.95455794007237,13.668209910392765,,,,,
Radio Rocher,https://play.radioking.io/radio-rocher/429886,https://listen.radioking.com/radio/321905/stream/429886,https://www.radio-rocher.ch/,https://image.radioking.io/radios/321905/logo/26ca805b-11bd-49c0-a13d-d357fb33ffd0.jpeg,Switzerland,CH,Neuchatel,MP3,192,46.99804224911058,6.934143304824829,,,community,french,
Radio Rock Colombia,https://stream-164.zeno.fm/cbw0z9hzy68uv,https://stream-161.zeno.fm/cbw0z9hzy68uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJjYncwejloenk2OHV2IiwiaG9zdCI6InN0cmVhbS0xNjEuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiV3RJV0x4OTJRdlNSemJ1OHA0WmkzQSIsImlhdCI6MTc1MDA2MTI5MywiZXhwIjoxNzUwMDYxMzUzfQ.4IhpKqOP5-sFHlNGbgIgqGAURhyNUKr1KIsJDepmwJA,https://radiorockclasicos.blogspot.com/,https://scontent-bog2-2.xx.fbcdn.net/v/t39.30808-6/322852149_610856721040412_3669347393129850162_n.jpg?stp=c23.0.50.50a_cp0_dst-jpg_p50x50&_nc_cat=111&ccb=1-7&_nc_sid=aae68a&_nc_ohc=DDJmFTz_djIAX-rkaTd&_nc_ht=scontent-bog2-2.xx&oh=00_AfDqaRSeW7OnzZyRYIRit6XMKvIn0_biCh_MaWRyCgmmwQ&oe=65D7FAF5,Colombia,CO,Bogota D.C.,AAC,0,4.682644583646438,-74.08191250993984,,,,"english,spanish",
Rádio Rock FM,https://stream-159.zeno.fm/bd9p0p44puquv?zs=V_zU2Gc-TXGWa_BXm42cMA,https://stream-158.zeno.fm/bd9p0p44puquv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJiZDlwMHA0NHB1cXV2IiwiaG9zdCI6InN0cmVhbS0xNTguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiVlhZRjM0ZGFTVmluSjRvaF9lWUFjUSIsImlhdCI6MTc1MDA1NjUxMiwiZXhwIjoxNzUwMDU2NTcyfQ.eg_9E9UMlcOciVE9owFE2x-NAWckdsMrLAwtbx2gdPA,https://radiorockfm.com.br/,https://pbs.twimg.com/media/ElF46QUXgAEtJk9?format=png&name=small,Brazil,BR,Minas Gerais,AAC,0,-16.37332926037697,-46.906365855967046,"alternative,rock",,,brazilian,
Radio Rock Suomi,https://ms-live-radiorock.nm-elemental.nelonenmedia.fi/master.m3u8,https://ms-live-radiorock.nm-elemental.nelonenmedia.fi/master.m3u8,https://www.supla.fi/radiorock,https://www.supla.fi/supla/icons/240312/128.png,Finland,FI,,AAC,262,60.20009097177034,24.90957856178284,,,,,
Radio ROCKS Kyiv 103.6FM HD,https://online.radioroks.ua/RadioROKS_HD,https://online.radioroks.ua/RadioROKS_HD,https://play.tavr.media/radioroks/,https://upload.wikimedia.org/wikipedia/uk/b/be/Logo_radio_roks.png,Ukraine,UA,Kyiv,MP3,320,50.48296656203639,30.4828816652298,"metal,rock",,,"english,ukrainian",
Radio Rogla,http://193.105.67.24:8010/;?type=http&nocache=3804,http://193.105.67.24:8010/;?type=http&nocache=3804,https://www.radiorogla.si/,https://www.radiorogla.si/wp-content/uploads/2021/01/cropped-logo_rogla.png,Slovenia,SI,,MP3,128,46.34141281830138,15.42395979166031,rock,,,,
Radio Roks,https://stream.pcradio.ru/roks_minsk-hi,https://stream02.pcradio.biz/roks_minsk-hi,https://roks.com/,https://roks.com/assets/templates/img/logo.png,Belarus,BY,Minsk,MP3,0,53.901390935893104,27.564909794816693,,,,,
Radio Roks Minsk,https://stream.pcradio.ru/roks_minsk-hi,https://stream02.pcradio.biz/roks_minsk-hi,https://roks.com/,https://roks.com/assets/templates/img/logo.png,Belarus,BY,Minsk,MP3,0,53.90610083014918,27.55358682604213,,,,,
Radio ROKS Moldova,https://stream.dixi.md:9443/Roks,https://stream.dixi.md:9443/Roks,https://www.radioroks.md/,https://gitlab.com/alexby306/host-images/-/raw/c423ddd4e04814d37b020222f2ff4fca04aef928/radio-roks.jpg,The Republic Of Moldova,MD,Chișinău,AAC,128,47.01284752246169,28.843928306568447,rock,,,romanian,
Radio Roland Garros,https://rg2025.streamakaci.com/rgsiteen.mp3,,https://www.rolandgarros.com/en-us/,https://www.rolandgarros.com/favicon.png,France,FR,Paris,,0,48.83030863258374,2.270269989967346,,,sports,,
Radio Rollo,http://stream.radiosolutions.dk/rollo,http://stream.radiosolutions.dk/rollo,https://radiorollo.dk/,,Denmark,DK,,MP3,256,55.25510983903251,12.119403183460236,,,,,
Radio România Actualități,https://stream4.srr.ro:8443/romania-actualitati,https://stream4.srr.ro:8443/romania-actualitati,https://www.romania-actualitati.ro/,,Romania,RO,,AAC+,96,44.4411952555077,26.08449093508433,,,news,romanian,
Radio Romantic,https://radio-romantic.ro/stream,https://radio-romantik.ro/listen/radio_romantic/radio.mp3,https://radio-romantic.ro/,,Romania,RO,Romania,AAC,320,44.42635631220195,26.10263586044312,,,,romanian,
Radio Romantic,https://radio-romantic.ro/stream,https://radio-romantik.ro/listen/radio_romantic/radio.mp3,https://radio-romantic.ro/,https://radio-romantic.ro/www.radio-romantic.ro.jpg,Romania,RO,Romania,AAC,320,44.42676102037237,26.10247224569321,"dance / electronic,oldies",80s,,,
Rádio Roquette Pinto,https://radio.saopaulo01.com.br/8300/stream/,https://radio.saopaulo01.com.br/8300/stream/,https://radioroquettepinto.rj.gov.br/,https://radioroquettepinto.rj.gov.br/sites/default/themes/rjgov/favicon.ico,Brazil,BR,Rio de Janeiro,MP3,128,-22.904679427046084,-43.1738807936199,,,,,
"Radio Roslagen 107,8",https://live.roslagen.fm/;,https://live.roslagen.fm/;,https://roslagen.fm/,,Sweden,SE,Sweden,MP3,256,59.75667174344312,18.698643627722433,,,,,
Radio Rossii Irkutsk - Радио России Иркутск,https://streams.vestiirk.ru:8443/ridio_rossii.mp3,https://streams.vestiirk.ru:8443/ridio_rossii.mp3,https://vestiirk.ru/radio/radio-rossii/,https://vestiirk.ru/static/favicon/favicon128x128.jpg,The Russian Federation,RU,Irkutsk,MP3,320,52.28777153424856,104.28075671195984,,,news,russian,
Radio ROT Romania,http://radiorot.ovh:8000/radio.mp3,,https://radiorot.ro/,,Romania,RO,,,0,44.42062711734488,26.114799678325657,hits,,,romanian,
Radio Rot Weiß Rot,https://secureonair.krone.at/rwr.aac,https://secureonair.krone.at/rwr.aac,https://www.rotweissrot.fan/,https://www.rotweissrot.fan/favicon.ico,Austria,AT,,AAC,128,48.19628757252702,16.386108398437504,pop,,,german,
Radio Rouge FM 99.3 Country Hits,http://uk1.streamingpulse.com:7073/listen.pls?sid=1,http://uk1.streamingpulse.com:7073/stream,http://radiorouge.com/,,The United States Of America,US,,MP3,128,40.17887331434698,-102.3046875,folk / country,,,,
Radio Royal,https://azuracast.radioroyal.org/listen/radioroyal/medium,https://azuracast.radioroyal.org/listen/radioroyal/medium,http://www.radioroyal.org/,,The United Kingdom Of Great Britain And Northern Ireland,GB,Stirlingshire,AAC,128,56.02596920550934,-3.847261369228363,,,"community,lifestyle",english,
Radio RSG,http://stream.lokalradio.nrw/444zdbg,http://radiorsg--di--nacs-ais-lgc--05--cdn.cast.addradio.de/radiorsg/live/mp3/high?ar-distributor=f0a1&_art=dj0yJmlwPTM3LjI3LjIwMi44OSZpZD1pY3NjeGwtb3l3ZWFzaW1iJnQ9MTc1MDE1MDM5NyZzPTc4NjZmMjljI2JiMWNlZDc0NGIzMTA0NGQ2MzVhYTNkNjk5NmQwN2Y3,https://www.radiorsg.de/,https://www.radiorsg.de/assets/images/favicons/radiorsg/favicon.ico,Germany,DE,North Rhine-Westphalia,MP3,128,51.160463988043304,7.133560180664063,pop,"00s,80s,90s",news,,
Radio RTL ( curico ),https://radio.mediadev.cl/radio/8070/rtlcurico,https://radio.mediadev.cl/radio/8070/rtlcurico,https://radiortl.cl/,https://static.mytuner.mobi/media/tvos_radios/643/radio-rtl.02aba817.png,Chile,CL,Curicó,MP3,128,-34.98320291340548,-71.23535156250001,,,,,
Radio RTR,https://stream.srg-ssr.ch/rr/aacp_96.m3u,http://livestreaming-node-1.srg-ssr.ch/srgssr/rr/aac/96,https://www.rtr.ch/,https://www.rtr.ch/var/storage/assets/webpack/favicons/rtr-apple-touch-icon.png,Switzerland,CH,,AAC,128,46.85621466243614,9.523086547851564,,,,,
Radio Rudina,https://azuracast.datea.services:8000/radio.mp3,https://azuracast.datea.services:8000/radio.mp3,https://www.radiorudina.com/,https://images.squarespace-cdn.com/content/v1/5ea5bd3c1bd4b07f0727b9e8/85982ce5-159e-45a2-8580-f7f69121326a/favicon.ico,Austria,AT,Vienna,MP3,320,48.2028931088241,16.371224334040882,dance / electronic,,,english,relax
Radio Rural Chile,https://stm7.voxhd.com.br:10788/stream,https://stm7.voxhd.com.br:10788/stream,https://www.radiosfull.com/radio/136/radio-rural-chile,,Chile,CL,Santa Juana,MP3,256,-37.174105267051,-72.94647216796876,,,,,
Rádio Rural de Natal 91.9 FM,https://live9.livemus.com.br:27802/stream?1732977845423,https://live9.livemus.com.br:27802/stream?1732977845423,https://www.radios.com.br/aovivo/radio-rural-de-natal-919-fm/78700,https://www.radios.com.br/aovivo/radio-rural-de-natal-919-fm/78700,Brazil,BR,Rio Grande do Norte,MP3,128,-5.843453551093394,-35.22628784179688,,,news,,
Radio Ruse,https://radio.ruse.bg:8010/radioruse,https://radio.ruse.bg:8010/radioruse,https://radioruse.com/,,Bulgaria,BG,Ruse,MP3,128,43.849377950146234,25.95425605773926,,,,,
Radio Rusrek Радио Русская Реклама 96.3 FM-HD3 New York,http://s1.premium-streaming.com:9002/stream,http://s1.premium-streaming.com:9002/stream,https://radio.rusrek.com/,https://play-lh.googleusercontent.com/1cH88jLFD307RXVsGNE9hrWoKY_WgvQ9RBmlyvImob3YekFB_gN9fcUt8M1fRUgtQQ,The United States Of America,US,New York,MP3,128,40.59075998336302,-73.96024793386461,,,,russian,
Radio RWL,https://ecmanager3.pro-fhi.net:1835/stream,https://ecmanager3.pro-fhi.net:1835/stream,https://radiorwl.fr/,,France,FR,,MP3,320,50.94915122349245,1.864907741546631,,,,french,
Radio Rythme Bleu,https://webradio.lagoon.nc/rrb,https://webradio.lagoon.nc/rrb,https://www.rrb.nc/,https://www.rrb.nc/favicon.ico,New Caledonia,NC,,MP3,82,-22.27172770713379,166.4524841308594,,,,,
Radio S Narodni,https://stream.radios.rs:9016/;*.mp3,https://stream.radios.rs:9016/;*.mp3,https://www.radios.rs/digitalni-radio/18/narodni,,Serbia,RS,,AAC+,64,44.80074216531373,20.452079772949222,,,,serbian,
Radio S3 Južni,https://stream.radios.rs:9038/;*.mp3,https://stream.radios.rs:9038/;*.mp3,https://www.radios.rs/digitalni-radio/20/juzni,,Serbia,RS,,AAC+,32,44.38512114194132,20.769653320312504,,,,serbian,
Radio Saalewelle,https://www.radioking.com/play/saalewelle,https://listen.radioking.com/radio/404938/stream/457153,https://saalewelle.com/,,Germany,DE,Sachsen-Anhalt,MP3,128,51.19951915644721,11.966514587402346,"dance / electronic,rock",,,german,
Radio Sabrosa Sullana,https://stream.zeno.fm/zc1h9dv6pa0uv,https://stream-176.zeno.fm/zc1h9dv6pa0uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ6YzFoOWR2NnBhMHV2IiwiaG9zdCI6InN0cmVhbS0xNzYuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiM0t6c0pYZGNTY3k2RTB0OUlDZTF5dyIsImlhdCI6MTc1MDA2NDg4MiwiZXhwIjoxNzUwMDY0OTQyfQ.4vuwgLjAx8bkATOqkkpQkjbkIbfbXzlad_tbgBUiVG4,https://www.facebook.com/p/Radio-Sabrosa-100076127268888/,https://i.ibb.co/hybQ8zW/radiosabro.jpg,Peru,PE,,MP3,0,-4.8915247273247005,-80.69664001464845,reggae / world,,,spanish,
Radio Sachsen-Anhalt vom MDR,https://avw.mdr.de/streams/284290-2_aac_high.m3u,https://d131.rndfnk.com/ard/mdr/284290/2/mp3/128/stream.mp3?cid=01FBQ0RDFJ3V9HYPTT4X8YETCT&sid=2yZmL0AkpEYr4WVu5BqdxXRcDBq&token=iaAljmwLaz9QjC47Pph8KChn3oryXH6gTThM6YlGw5g&tvf=DVyoaziBSRhkMTMxLnJuZGZuay5jb20,https://www.mdr.de/XML/titellisten/mdr1_sa_2.xml,,Germany,DE,Saxony-Anhalt,MP3,128,51.39674836028273,12.092020511627195,"folk / country,oldies","70s,80s",,german,
Radio Safira,http://stream12.hosterion.pl/stream/safira,http://stream12.hosterion.pl/stream/safira,https://www.radiosafira.com/,https://www.wix.com/favicon.ico,Poland,PL,Mazowieckie,MP3,320,52.23273164179463,21.02366086095572,rock,,religion,polish,
Rádio Sagrada FM,https://stream-151.zeno.fm/marglwedbnltv?zs=aKCL_ZD6THSn-v1aW5NUOg,https://stream-174.zeno.fm/marglwedbnltv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJtYXJnbHdlZGJubHR2IiwiaG9zdCI6InN0cmVhbS0xNzQuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiSE1mS0FRVm1TU08tdVF5Z1daUzFsdyIsImlhdCI6MTc1MDA1NjA2OCwiZXhwIjoxNzUwMDU2MTI4fQ.ik5RQjf5P6XrupbHg9gIIBJpLh9fw6Jmlj-ZV9x6j68,https://bio.site/radiosagradafm,,Brazil,BR,Rio de Janeiro,MP3,0,-22.946733140887737,-43.718633651733406,,,religion,english,
Radio sai,http://stream.radiosai.net:8000/,http://stream.radiosai.net:8000/,http://stream.radiosai.net:8000/,http://stream.radiosai.net:8000/,India,IN,andhra pradesh,MP3,24,14.569918782937378,77.64814853668214,,,,indian,
Radio Saint Ferréol,https://live.aurafm.org/RadioSaintFerreol,https://live.aurafm.org/RadioSaintFerreol,https://www.radiosaintfe.com/,,France,FR,,MP3,0,44.72861231903569,5.022660680115223,,,,french,
Radio Salue,http://internetradio.salue.de:8000/salue.mp3,http://internetradio.salue.de:8000/salue.mp3,http://www.salue.de/,,Germany,DE,,MP3,128,48.13539195277513,11.579246520996096,,,,german,
Radio Salut Catalunya,https://51.38.57.199:9001/stream,https://51.38.57.199:9001/stream,https://www.radiosalut.com/,https://www.radiomarcabarcelona.com/wp-content/uploads/2015/04/logosalut3-e1431100603375.gif,Spain,ES,Barcelona,MP3,128,41.395559000832584,2.155307829380036,,,lifestyle,"catalan,spanish",
Radio Salzwedel,https://mona-ssl.divicon-media.com/e7bdd57f093f0507517027d8a0870277,https://mona-ssl.divicon-media.com/e7bdd57f093f0507517027d8a0870277,https://t.me/corvus_cornix,https://scontent-ber1-1.xx.fbcdn.net/v/t39.30808-6/218869372_341452074109538_1482300307392992105_n.png?_nc_ohc=dKq8U9kna2MAX9iDjbJ&_nc_ht=scontent-ber1-1.xx&oh=00_AfC86PUDI_RsshYANmnXMDCMn7UfQa_TEuHs8Ykigu3JLg&oe=65D04E5F,Germany,DE,Sachsen-Anhalt,MP3,192,51.3081,12.0202,classical,,,german,
Radio Salzwedel,https://mona-ssl.divicon-media.com/e7bdd57f093f0507517027d8a0870277,https://mona-ssl.divicon-media.com/e7bdd57f093f0507517027d8a0870277,https://t.me/corvus_cornix,https://scontent-ber1-1.xx.fbcdn.net/v/t39.30808-6/218869372_341452074109538_1482300307392992105_n.png?_nc_ohc=dKq8U9kna2MAX9iDjbJ&_nc_ht=scontent-ber1-1.xx&oh=00_AfC86PUDI_RsshYANmnXMDCMn7UfQa_TEuHs8Ykigu3JLg&oe=65D04E5F,Germany,DE,Sachsen-Anhalt,MP3,192,51.3081,12.0202,classical,,,german,
Radio Salzwedel,https://mona-ssl.divicon-media.com/e7bdd57f093f0507517027d8a0870277,https://mona-ssl.divicon-media.com/e7bdd57f093f0507517027d8a0870277,https://t.me/corvus_cornix,https://scontent-ber1-1.xx.fbcdn.net/v/t39.30808-6/218869372_341452074109538_1482300307392992105_n.png?_nc_ohc=dKq8U9kna2MAX9iDjbJ&_nc_ht=scontent-ber1-1.xx&oh=00_AfC86PUDI_RsshYANmnXMDCMn7UfQa_TEuHs8Ykigu3JLg&oe=65D04E5F,Germany,DE,Sachsen-Anhalt,MP3,192,51.3081,12.0202,classical,,,german,
Radio San Carlos,http://198.49.65.43:10396/;,http://198.49.65.43:10396/;,http://radiosancarlos.uy/,,Uruguay,UY,"San Carlos, Maldonado",AAC+,32,-34.799370220901615,-54.91104125976563,,,,,
Radio San Gabriel,https://spanel.gcomstreaming.com:7004/;,https://spanel.gcomstreaming.com:7004/;,https://www.radiosangabriel.org.bo/rsg/,https://www.radiosangabriel.org.bo/rsg/sites/default/files/favicon_1.ico,Bolivia,BO,La Paz (Nuestra Señora de),AAC+,128,-16.525288698732084,-68.20127427577974,,,"education,news",spanish,
Radio San Gabriel AM 620 KHz,https://spanel.gcomstreaming.com:7003/;,https://spanel.gcomstreaming.com:7003/;,https://www.radiosangabriel.org.bo/,https://graph.facebook.com/radiosangabrieldebolivia/picture?width=200&height=200,Bolivia,BO,La Paz,AAC+,128,-16.525339098464446,-68.20143520832063,,,news,spanish,
Radio San Javier,https://radio.sanjavier.es/streaming.m3u,https://radiolive.sanjavier.es:8443/stream,https://radio.sanjavier.es/,,Spain,ES,Murcia,MP3,192,37.80545082951427,-0.8378358502181671,,,,spanish,
Radio San Rafael 92.5 FM,https://guri.tepuyserver.net:7098/stream,https://guri.tepuyserver.net:7098/stream,https://radiosanrafael.com.bo/,https://radiosanrafael.com.bo/wp-content/uploads/2022/06/logo-san-rafael-simple.jpg,Bolivia,BO,Cochabamba,AAC,48,-17.40069914041662,-66.16859436035158,"ballads,folk / country,reggae / world",,news,spanish,
Ràdio Sant Fruitós,https://ascella.streamerr.co/listen/radiosantfruitos/radio.mp3,https://ascella.streamerr.co/listen/radiosantfruitos/radio.mp3,http://radiosantfruitos.cat/,,Spain,ES,Catalunya,MP3,128,41.74912561652432,1.875540018081665,,,news,catalan,
"Radio Santa Fe (Guanajuato) - 1500 AM - XEFL-AM - Guanajuato, Guanajuato",http://www.icecasthd.net:8274/xhfl,http://www.icecasthd.net:8274/xhfl,http://radiosantafe.mx/,http://radiosantafe.mx/wp-content/uploads/2019/04/cropped-flogo_radio-copia-180x180.png,Mexico,MX,Guanajuato,MP3,80,21.016634350751698,-101.25270366668704,,,"news,talk",spanish,
Rádio Santa Fé do Sul,http://stm12.painelcast.com:7480/,http://stm12.painelcast.com:7480/,https://radiosantafedosul.com.br/,https://img1.wsimg.com/isteam/ip/6f1d2653-b246-41b5-a567-81f3d7deef16/favicon/0a09de53-7d5e-42f3-8d7c-61e5c575a688.png,Brazil,BR,São Paulo,AAC+,64,-20.21152310826437,-50.9271964430809,"oldies,pop",90s,,,
Rádio Santiago,http://eu6.fastcast4u.com:5002/stream,http://eu6.fastcast4u.com:5002/stream,https://www.guimaraesdigital.pt/index.php/informacao/radio-santiago-grid,,Portugal,PT,,AAC,128,41.44336562129307,-8.293111450722963,,,"news,sports",portuguese,
Radio SantVi 107.4FM,https://dhits.frilab.com:8443/santvi,https://dhits.frilab.com:8443/santvi,http://www.radiosantvi.cat/,,Spain,ES,Catalonia,MP3,128,41.57807652233731,2.511749267578125,,,,catalan,
Rádio São Bento FM - RSB 90.3,https://cast2.youngtech.radio.br/listen/saobento903fm/radio,https://cast2.youngtech.radio.br/listen/saobento903fm/radio,https://www.radiosaobento.com/,,Brazil,BR,"São Bento do Sul, Santa Catarina",AAC,32,-26.27019882929185,-49.387463629245765,,,,,
Rádio São Francisco Anápolis - 97.7FM,https://cast.hoost.com.br:20150/stream,https://cast.hoost.com.br:20150/stream,https://radiosaochico.com.br/,,Brazil,BR,Goiás,MP3,128,-16.33147354800423,-48.94821166992188,reggae / world,,news,,
